title,creators,abstractNote,publicationTitle,date,language,url,libraryCatalog,tags
MetaFormer Baselines for Vision,YuWeihao,MetaFormer， the abstracted architecture of Transformer， has been found to play a significant role in achieving competitive performance. In this paper， we further explore the capacity of MetaFormer， again， without focusing on token mixer design: we introduce several baseline models under MetaFormer using the most basic or common mixers， and summarize our observations as follows: (1) MetaFormer ensures solid lower bound of performance. By merely adopting identity mapping as the token mixer， the MetaFormer model， termed IdentityFormer， achieves >80% accuracy on ImageNet-1K. (2) MetaFormer works well with arbitrary token mixers. When specifying the token mixer as even a random matrix to mix tokens， the resulting model RandFormer yields an accuracy of >81%， outperforming IdentityFormer. Rest assured of MetaFormer's results when new token mixers are adopted. (3) MetaFormer effortlessly offers state-of-the-art results. With just conventional token mixers dated back five years ago， the models instantiated from MetaFormer already beat state of the art. (a) ConvFormer outperforms ConvNeXt. Taking the common depthwise separable convolutions as the token mixer， the model termed ConvFormer， which can be regarded as pure CNNs， outperforms the strong CNN model ConvNeXt. (b) CAFormer sets new record on ImageNet-1K. By simply applying depthwise separable convolutions as token mixer in the bottom stages and vanilla self-attention in the top stages， the resulting model CAFormer sets a new record on ImageNet-1K: it achieves an accuracy of 85.5% at 224x224 resolution， under normal supervised training without external data or distillation. In our expedition to probe MetaFormer， we also find that a new activation， StarReLU， reduces 71% FLOPs of activation compared with GELU yet achieves better performance. We expect StarReLU to find great potential in MetaFormer-like models alongside other neural networks.,IEEE Transactions on Pattern Analysis and Machine Intelligence,2/2024,,http://arxiv.org/abs/2210.13452,arXiv.org,"['Computer Science - Artificial Intelligence', 'Computer Science - Computer Vision and Pattern Recognition', 'Computer Science - Machine Learning']"
Omni-Kernel Network for Image Restoration,CuiYuning,Image restoration aims to reconstruct a high-quality image from a degraded low-quality observation. Recently， Transformer models have achieved promising performance on image restoration tasks due to their powerful ability to model long-range dependencies. However， the quadratically growing complexity with respect to the input size makes them inapplicable to practical applications. In this paper， we develop an efficient convolutional network for image restoration by enhancing multi-scale representation learning. To this end， we propose an omni-kernel module that consists of three branches， i.e.， global， large， and local branches， to learn global-to-local feature representations efficiently. Specifically， the global branch achieves a global perceptive field via the dual-domain channel attention and frequency-gated mechanism. Furthermore， to provide multi-grained receptive fields， the large branch is formulated via different shapes of depth-wise convolutions with unusually large kernel sizes. Moreover， we complement local information using a point-wise depth-wise convolution. Finally， the proposed network， dubbed OKNet， is established by inserting the omni-kernel module into the bottleneck position for efficiency. Extensive experiments demonstrate that our network achieves state-of-the-art performance on 11 benchmark datasets for three representative image restoration tasks， including image dehazing， image desnowing， and image defocus deblurring. The code is available at https://github.com/c-yn/OKNet.,Proceedings of the AAAI Conference on Artificial Intelligence,2024-03-24,en,https://ojs.aaai.org/index.php/AAAI/article/view/27907,ojs.aaai.org,['CV: Representation Learning for Vision']
Optimization and Validation of Wafer Surface Defect Detection Algorithm Based on RT-DETR,XuAo,In response to the issue of poor detection performance on wafer surface defect spots and elongated scratches， an improved RT-DETR method for wafer surface defect detection is proposed. Firstly， a dynamic snake convolutional layer is introduced to detect elongated scratches where conventional convolutional kernels fail to extract features effectively. Secondly， to address the problem of information loss in small targets， an attention-based Transformer encoder module and a feature fusion network based on residual thinking are proposed. Finally， verification is conducted using a wafer test dataset. Experimental results demonstrate that compared to the original RT-DETR method， the model exhibits a 4.1% improvement in detecting small particles and a 5.4% improvement in scratch detection performance. Fully meeting the requirements of intelligent manufacturing and high detection accuracy.,IEEE Access,2025,,https://ieeexplore.ieee.org/document/10892113/?arnumber=10892113,IEEE Xplore,"['Accuracy', 'Computational modeling', 'Data mining', 'Defect detection', 'Defects detection', 'Feature extraction', 'Kernel', 'Semiconductor device modeling', 'Shape', 'Standards', 'Transformers', 'deep learning', 'object detection']"
Foreign Object Shading Detection in Photovoltaic Modules Based on Transfer Learning,LiuBin,As a representative new energy source， solar energy has the advantages of easy access to resources and low pollution. However， due to the uncertainty of the external environment， photovoltaic (PV) modules that collect solar energy are often covered by foreign objects in the environment such as leaves and bird droppings， resulting in a decrease in photoelectric conversion efficiency， power losses， and even the “hot spot” phenomenon， resulting in damage to the modules. Existing methods mostly inspect foreign objects manually， which not only incurs high labor costs but also hinders real-time monitoring. To address these problems， this paper proposes an IDETR deep learning target detection model based on Deformable DETR combined with transfer learning and a convolutional block attention module， which can identify foreign object shading on the surfaces of PV modules in actual operating environments. This study contributes to the optimal operation and maintenance of PV systems. In addition， this paper collects data in the field and constructs a dataset of foreign objects of PV modules. The results show that the advanced model can significantly improve the target detection AP values.,Energies,2023/1,en,https://www.mdpi.com/1996-1073/16/7/2996,www.mdpi.com,"['convolutional block attention module', 'foreign object shading detection', 'photovoltaic module', 'transfer learning']"
PD-DETR: towards efficient parallel hybrid matching with transformer for photovoltaic cell defects detection,ZhaoLangyue,Defect detection for photovoltaic (PV) cell images is a challenging task due to the small size of the defect features and the complexity of the background characteristics. Modern detectors rely mostly on proxy learning objectives for prediction and on manual post-processing components. One-to-one set matching is a critical design for DEtection TRansformer (DETR) in order to provide end-to-end capability， so that does not need a hand-crafted Efficient Non-Maximum Suppression NMS. In order to detect PV cell defects faster and better， a technology called the PV cell Defects DEtection Transformer (PD-DETR) is proposed. To address the issue of slow convergence caused by DETR’s direct translation of image feature mapping into target detection results， we created a hybrid feature module. To achieve a balance between performance and computation， the image features are passed through a scoring network and dilated convolution， respectively， to obtain the foreground fine feature and contour high-frequency feature. The two features are then adaptively intercepted and fused. The capacity of the model to detect small-scale defects under complex background conditions is improved by the addition of high-frequency information. Furthermore， too few positive queries will be assigned to the defect target via one-to-one set matching， which will result in sparse supervision of the encoder and impair the decoder’s ability of attention learning. Consequently， we enhanced the detection effect by combining the original DETR with the one-to-many matching branch. Specifically， two Faster RCNN detection heads were added during training. To maintain the end-to-end benefits of DETR， inference is still performed using the original one-to-one set matching. Our model implements 64.7% AP on the PVEL-AD dataset.,Complex & Intelligent Systems,2024-12-01,en,https://doi.org/10.1007/s40747-024-01559-0,Springer Link,"['DETR', 'Fine feature', 'High-frequency feature', 'One-to-many set matching', 'PV cell defects']"
LW-PV DETR: lightweight model for photovoltaic panel surface defect detection,HanTao,The photovoltaic industry is developing rapidly， and efficiently completing the operation and maintenance of photovoltaic systems has become a research hotspot， with photovoltaic panel defect detection being particularly critical. Due to factors such as the complex background of infrared images of photovoltaic panels taken by drones， the small proportion of defect areas， and equipment limitations， existing models face challenges in detection accuracy and deployment. Aiming at the three typical defects commonly found on the surface of photovoltaic (PV) panels， namely， shading， glass breakage and hot spots， a surface defect detection model (LW-PV DETR) for photovoltaic panels is proposed based on the Real-Time DEtection TRansformer (RT-DETR-R18) object detection model. In the backbone network， a lightweight and efficient attention feature extraction module (Faster-Rep-EMA Block) is designed to enhance the model feature extraction ability. In the Encoder， the lightweight convolution (GSConv) module is introduced to achieve model lightweighting. The feature focusing diffusion pyramid network (FFDPN) is proposed to enhance the model’s feature fusion capability. Simultaneously， to avoid the loss of small object features， a multi-level feature selective fusion (MLFSF) module is designed for feature focusing. For the loss function， Inner-IoU is introduced to improve the localization accuracy of bounding box regression. Experimental results on the public photovoltaic panel infrared image dataset GB_HSP_modified show that， compared to the baseline model， LW-PV DETR improves precision， recall， and mean Average Precision (mAP50， mAP50-95) by 3.9%， 18.6%， 18.5% and 10.9%， respectively， while the model’s parameter count is reduced by 11.83%. Compared to other mainstream object detection models， LW-PV DETR also demonstrates excellent detection performance， providing an important reference for research on intelligent detection of photovoltaic panel surface defects.,Engineering Research Express,2025-02,en,https://dx.doi.org/10.1088/2631-8695/adb4be,Institute of Physics,[]
A novel cost-function for transformerbased YOLO algorithm to detect photovoltaic panel defects,TellaHambal,Solar panel defects can lead to substantial efficiency loss and increased maintenance expenses. Conventional defect detection methods are often slow and ineffective. Thisstudy revisits the You Only Look Once (YOLO) algorithm and its variations， assessing their efficacy in identifying defects in thermal images of solar panels. Subsequently， we introduce a novel YOLO algorithm， termed YOLOS-PV， built uponthe transformer-based YOLOS algorithm. The proposed algorithm introduces newloss function weights to prioritize localized objects and visualize the attention mapof each transformer head within the YOLOS algorithm. In the experiments， theYOLOS-PV achieves a mAP@0.5:0.95 score of 0.894， surpassing the efficiency ofother YOLO variants. Code implementation can be found here: tella26/YOLOS-PV (github.com).,FME Transactions,2024,en,https://scindeks.ceon.rs/Article.aspx?artid=1451-20922404639T,DOI.org (Crossref),[]
CCA-YOLO: Channel and Coordinate Aware-Based YOLO for Photovoltaic Cell Defect Detection in Electroluminescence Images,BaoJunqi,Solar energy is a renewable energy used for urban power generation， contributing to sustainable cities. In solar energy generation， it is important to inspect the health of photovoltaic (PV) cells for safety and power transformation efficiency. Defects in PV cells are usually irregular with different scales， challenging automated defect detection for PV cells. Therefore， this article presents a channel and coordinate aware-based YOLO (CCA-YOLO) for efficient PV cell defect detection. Specifically， to provide accurate backbone features from the complex background defect images， the residual coordinate convolution-based ECA (RCC-ECA) enhances the backbone feature representation by learning from channel and coordinate information. To learn the intraclass/interclass variations and interclass similarity and convey coordinate information among different scales， the multiscale defect feature localization module (MDFLM) incorporates a larger backbone feature to improve the robustness of multiscale defects. The RCC-Up/Down optimizes the sampled features to minimize the inaccurate representation of the features caused by the sampling process. In addition， RCC-Up/Down conveys the coordinate information during the up/down sampling process to maintain coordinate awareness， which allows the network to learn from the coordinate information efficiently. Furthermore， the residual feature fusion with coordinate convolution-based CBAM (RFC-CBAM) is introduced to maintain the channel and coordinate awareness for efficient learning from fused features. The proposed CCA-YOLO outperforms state-of-the-art (SOTA) methods in PVEL-AD on precision (71.71%)， recall (76.91%)， F1-Scores (74.19%)， mAP50 (98.57%)， \text AP_S (26.80%)， \text AP_M (64.78%)， and \text AP_L (74.93%).,IEEE Transactions on Instrumentation and Measurement,2025,,https://ieeexplore.ieee.org/stampPDF/getPDF.jsp?tp=&arnumber=10884963&ref=,IEEE Xplore,"['Accuracy', 'Computer architecture', 'Convolutional neural networks', 'Defect detection', 'Feature extraction', 'Industries', 'Photovoltaic cells', 'Shape', 'Transformers', 'YOLO', 'defect detection', 'electroluminescence images', 'photovoltaic (PV) cell']"
A novel object recognition method for photovoltaic (PV) panel occlusion based on deep learning,YuJing,During the long-term operation of the photovoltaic (PV) system， occlusion will reduce the solar radiation energy received by the PV module， as well as the photoelectric conversion efficiency and economy. However， the occlusion detection of the PV power station has the defects of low efficiency， poor accuracy， and untimely detection， which will cause unknown system losses. Based on the deep learning algorithm， this paper conducts research on PV module occlusion detection. In order to accurately obtain the occlusion area and position information of the PV panel， a PV module occlusion detection model based on the Segment-You Only Look Once (Seg-YOLO) algorithm is established. Based on the YOLOv5 algorithm， the loss function is modified， the Segment Head detection module is introduced， and the convolutional block attention module (CBAM) attention mechanism is added to achieve the accurate detection of small targets by the algorithm model and the fast detection of the PV module occlusion area identify. The model performance research is carried out on three types of occlusion datasets: leaf， bird dropping， and shadow. According to the experimental results， the proposed model has better recognition accuracy and speed than SSD， Faster-Rcnn， YOLOv4， and U-Net. The precision rate， recall rate， and recognition speed can reach 90.52%， 92.41%， and 92.3 FPS， respectively. This model can lay a theoretical foundation for the intelligent operation and maintenance of PV systems.,Journal of Computational Methods in Sciences and Engineering,2023-11-01,en,https://journals.sagepub.com/doi/abs/10.3233/JCM-237108,SAGE Journals,[]
Solar panel defect detection design based on YOLO v5 algorithm,HuangJing,,Heliyon,2023-08-01,English,https://www.cell.com/heliyon/abstract/S2405-8440(23)06034-6,www.cell.com,"['Defect detection', 'Electrical safety', 'Solar panels', 'YOLO v5']"
ST-YOLO: A defect detection method for photovoltaic modules based on infrared thermal imaging and machine vision technology,XieHanfei,Photovoltaic panels are the core components of photovoltaic power generation systems， and their quality directly affects power generation efficiency and circuit safety. To address the shortcomings of existing photovoltaic defect detection technologies， such as high labor costs， large workloads， high sensor failure rates， low reliability， high false alarm rates， high network demands， and slow detection speeds of traditional algorithms， we propose an algorithm named ST-YOLO specifically for photovoltaic module defect detection. This algorithm is based on YOLOv8s. First， it introduces the C2f-SCconv convolution module， which is based on SCconv convolution. This module reduces the computational burden of model parameters and improves detection speed through lightweight design. Additionally， the Triplet Attention mechanism is incorporated， significantly enhancing detection accuracy without substantially increasing model parameter computations. Experiments on a self-built photovoltaic array infrared defect image dataset show that ST-YOLO， compared to the baseline YOLOv8s， achieves a 15% reduction in model weight， a 2.9% improvement in Precision， and a 1.4% increase in mAP@0.5. Compared to YOLOv7-Tiny and YOLOv5s， ST-YOLO also demonstrates superior detection performance and advantages. This indicates that ST-YOLO has significant application value in photovoltaic defect detection.,PLOS ONE,2024年12月12日,en,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0310742,PLoS Journals,"['Algorithms', 'Alternative energy', 'Convolution', 'Imaging techniques', 'Machine learning algorithms', 'Photovoltaic power', 'Power stations', 'Sunlight']"
PA-YOLO-Based Multifault Defect Detection Algorithm for PV Panels,YinWang,In recent years， solar photovoltaic (PV) energy， as a clean energy source， has received widespread attention and experienced rapid growth worldwide. However， the rapid growth of PV power deployment also brings important challenges to the maintenance of PV panels， and in order to solve this problem， this paper proposes an innovative algorithm based on PA-YOLO. First， we propose to use PA-YOLO’s asymptotic feature pyramid network (AFPN) instead of YOLOv7’s backbone network to support direct interactions of nonadjacent layers and avoid large semantic gaps between nonadjacent layers. For the occlusion problem of dense targets in the dataset， we introduce a repulsive loss function， which successfully reduces the occurrence of false detection situations. Finally， we propose a customized convolutional block equipped with an EMA mechanism to enhance the perceptual and expressive capabilities of the model. Experimental results on the dataset show that our proposed model achieves excellent performance with an average accuracy (mAP) of 94.5%， which is 6.8% higher than YOLOv7. In addition， our algorithm also succeeds in drastically reducing the model size from 71.3 MB to 48.4 MB， which well demonstrates the effectiveness of the model.,International Journal of Photoenergy,2024,en,https://onlinelibrary.wiley.com/doi/abs/10.1155/2024/6113260,Wiley Online Library,[]
Enhanced photovoltaic panel defect detection via adaptive complementary fusion in YOLO-ACF,PanWenwen,Detecting defects on photovoltaic panels using electroluminescence images can significantly enhance the production quality of these panels. Nonetheless， in the process of defect detection， there often arise instances of missed detections and false alarms due to the close resemblance between embedded defect features and the intricate background information. To tackle this challenge， we propose an Adaptive Complementary Fusion (ACF) module designed to intelligently integrate spatial and channel information. This module is seamlessly integrated into YOLOv5 for detecting defects on photovoltaic panels， aiming primarily to enhance model detection performance， achieve model lightweighting， and accelerate detection speed. In order to validate the efficacy of the proposed module， we conducted experiments using a dataset comprising 4500 electroluminescence images of photovoltaic panels. Compared to the cutting-edge detection capability of YOLOv8， our YOLO-ACF method exhibits enhancements of 5.2， 0.8， and 2.3 percentage points in R， mAP50， and mAP50-95， respectively. In contrast to the lightest and fastest YOLOv5， YOLO-ACF achieves reductions of 12.9%， 12.4%， and 4.2% in parameters， weight， and time， respectively， while simultaneously boosting FPS by 5%. Through qualitative and quantitative comparisons with various alternative methods， we demonstrate that our YOLO-ACF strikes a good balance between detection performance， model complexity， and detection speed for defect detection on photovoltaic panels. Moreover， it demonstrates remarkable versatility across a spectrum of defect types.,Scientific Reports,2024-11-02,en,https://www.nature.com/articles/s41598-024-75772-9,www.nature.com,"['Computer science', 'Object vision', 'Photovoltaics', 'Solar energy and photovoltaic technology']"
CEMP-YOLO: An infrared overheat detection model for photovoltaic panels in UAVs,HongYan,Aiming at the complex working conditions of actual PV power stations， traditional PV panel detection methods employed by operators still result in some faults and safety risks. Under the framework of the YOLOv10n model， a CEMP-YOLOv10n-based infrared image detection algorithm for photovoltaic power plants is proposed. The improvements in CEMP-YOLOv10n comprise four main components. The ABCG_Block structure was designed， and the C2f structure within the Backbone component was optimized to enhance feature extraction capabilities. The ERepGFPN structure is used in the Neck component to retain semantic information and fuse features between high and low layers. The detector head was optimized with PConv convolution to minimize redundant information. Finally， MECA attention was added before P3， P4， and P5 detection heads to enhance adaptive recognition and accuracy.Experimental validation using infrared UAV imagery of PV panels shows the model’s computational cost decreased to 4.7 GFLOPs， 72.3 % of the original. Parameters and weights decreased by 25.99 % and 24.13 %， respectively， while accuracy and mean average precision (mAP) improved by 8.3% and 2 %， reaching 86.6 % and 87.3 %. Compared to 13 YOLO-series algorithms， including DETR， YOLOv8n， YOLOv9-tiny， and YOLOv11n， the CEMP-YOLOv10n model demonstrates superior accuracy， parameter efficiency， and memory consumption. The CEMP-YOLOv10n model significantly improves defect recognition accuracy， reduces missed detections， and balances lightweight design with detection speed. This lays the foundation for future UAV inspection edge device deployment and smart PV big data platform creation.,Digital Signal Processing,06/2025,en,https://linkinghub.elsevier.com/retrieve/pii/S1051200425000946,DOI.org (Crossref),[]
In-Depth Review of YOLOv1 to YOLOv10 Variants for Enhanced Photovoltaic Defect Detection,HussainMuhammad,This review presents an investigation into the incremental advancements in the YOLO (You Only Look Once) architecture and its derivatives， with a specific focus on their pivotal contributions to improving quality inspection within the photovoltaic (PV) domain. YOLO’s single-stage approach to object detection has made it a preferred option due to its efficiency. The review unearths key drivers of success in each variant， from path aggregation networks to generalised efficient layer aggregation architectures and programmable gradient information， presented in the latest variant， YOLOv10， released in May 2024. Looking ahead， the review predicts a significant trend in future research， indicating a shift toward refining YOLO variants to tackle a wider array of PV fault scenarios. While current discussions mainly centre on micro-crack detection， there is an acknowledged opportunity for expansion. Researchers are expected to delve deeper into attention mechanisms within the YOLO architecture， recognising their potential to greatly enhance detection capabilities， particularly for subtle and intricate faults.,Solar,2024/9,en,https://www.mdpi.com/2673-9941/4/3/16,www.mdpi.com,"['YOLO', 'computer vision', 'convolutional neural networks', 'deep learning', 'object detection', 'photovoltaic', 'quality inspection: manufacturing']"
PV-YOLO: Lightweight YOLO for Photovoltaic Panel Fault Detection,YinWang,The rapid development of the photovoltaic industry in recent years has made the efficient and accurate completion of photovoltaic operation and maintenance a major focus in recent studies. The key to photovoltaic operation and maintenance is the accurate multifault identification of photovoltaic panel images collected using drones. In this paper， PV-YOLO is proposed to replace YOLOX’s backbone network， CSPDarknet53， with a transformer-based PVTv2 network to obtain local connections between images and feature maps to extract more edge-detail features of similar faults. The CBAM attention mechanism is added to enhance the effective features and improve the detection accuracy of small objects. The label assignment mechanism is optimized， and the SIoU loss functionis used to improve the uneven distribution of samples and accelerate network convergence. Experiments on the dataset prove that this method is superior to the existing technology， as the highest mAP value is 92.56%. This value is 10.46% higher than that of YOLOX， and the mAP is optimal under the same parameter magnitude，proving the model’s effectiveness.Moreover， mAP is increased by over 10%， especially for small targets. In this paper， we implemented a lightweight design for the model， and proposes four models of different sizes to be-sized models that are suitable for different detection scenarios.,IEEE Access,2023,,https://ieeexplore.ieee.org/abstract/document/10032147,IEEE Xplore,"['Deep learning', 'Feature extraction', 'Mathematical models', 'Object detection', 'Photovoltaic panel failure', 'Photovoltaic systems', 'Transformers', 'YOLOX', 'lightweight', 'target detection', 'transformer']"
Hybrid Deep Learning Model for Fault Detection and Classification of Grid-Connected Photovoltaic System,AlrifaeyMoath,Effective fault detection and classification play essential roles in reducing the hazards such as electric shocks and fire in photovoltaic (PV) systems. However， the issues of interest in fault detection and classification for PV systems remain an open-ended challenge due to manual and time-consuming processes that require the relevant domain knowledge and experience of fault diagnoses. This paper proposes a hybrid deep-learning (DL) model-based combined architectures as the novel DL approaches to achieve the real-time automatic fault detection and classification of a PV system. This research employed the wavelet packet transform (WPT) as a data preprocessing technique to handle the PV voltage signal collected and feeding them as the inputs for combined DL architectures that consist of the equilibrium optimizer algorithm (EOA) and long short-term memory (LSTM-SAE) approaches. The combined DL architectures are able to extract the fault features automatically from the preprocessed data without requiring any previous knowledge， therefore can override the traditional shortages of manual feature extraction and manual selection of optimal features from the extracted fault features. These desirable features are anticipated to speed up the fault detection and classification capability of the proposed DL model with higher accuracy. In order to determine the performance of the proposed fault model， we carried out a comprehensive evaluation study on a 250-kW grid-connected PV system. In this paper， symmetrical and asymmetrical faults have been studied involving all the phases and ground faults such as single phase to ground， phases to phase， phase to phase to ground， and three-phase to ground. The simulation results validate the efficacy of the proposed model in terms of computation time， accuracy of fault detection， and noise robustness. Comprehensive comparisons between the simulation results and previous studies demonstrate the multidisciplinary applications of the present study.,IEEE Access,2022,,https://ieeexplore.ieee.org/document/9668848/?arnumber=9668848,IEEE Xplore,"['Deep distributed energy', 'Fault detection', 'Feature extraction', 'Maintenance engineering', 'Photovoltaic systems', 'Renewable energy sources', 'Support vector machines', 'Wavelet packets', 'equilibrium optimizer algorithm (EOA)', 'fault detection and classification', 'grid-connected photovoltaic systems', 'optimal feature selection', 'wavelet packet transform (WPT)']"
EfficientDet: Scalable and Efficient Object Detection,TanMingxing,Model efﬁciency has become increasingly important in computer vision. In this paper， we systematically study neural network architecture design choices for object detection and propose several key optimizations to improve efﬁciency. First， we propose a weighted bi-directional feature pyramid network (BiFPN)， which allows easy and fast multi-scale feature fusion; Second， we propose a compound scaling method that uniformly scales the resolution， depth， and width for all backbone， feature network， and box/class prediction networks at the same time. Based on these optimizations and EfﬁcientNet backbones， we have developed a new family of object detectors， called EfﬁcientDet， which consistently achieve much better efﬁciency than prior art across a wide spectrum of resource constraints. In particular， with single-model and single-scale， our EfﬁcientDetD7 achieves state-of-the-art 52.2 AP on COCO test-dev with 52M parameters and 325B FLOPs1， being 4x – 9x smaller and using 13x – 42x fewer FLOPs than previous detector. Code is available at https://github.com/google/ automl/tree/master/efficientdet.,,,en,,Zotero,[]
MetaFormer Is Actually What You Need for Vision,YuWeihao,Transformers have shown great potential in computer vision tasks. A common belief is their attention-based token mixer module contributes most to their competence. However， recent works show the attention-based module in transformers can be replaced by spatial MLPs and the resulted models still perform quite well. Based on this observation， we hypothesize that the general architecture of the transformers， instead of the specific token mixer module， is more essential to the model’s performance. To verify this， we deliberately replace the attention module in transformers with an embarrassingly simple spatial pooling operator to conduct only basic token mixing. Surprisingly， we observe that the derived model， termed as PoolFormer， achieves competitive performance on multiple computer vi∗Work done during an internship at Sea AI Lab.,,,en,,Zotero,[]
Faster R-CNN: Towards Real-Time Object Detection with Region Proposal Networks,RenShaoqing,State-of-the-art object detection networks depend on region proposal algorithms to hypothesize object locations. Advances like SPPnet [1] and Fast R-CNN [2] have reduced the running time of these detection networks， exposing region proposal computation as a bottleneck. In this work， we introduce a Region Proposal Network(RPN) that shares full-image convolutional features with the detection network， thus enabling nearly cost-free region proposals. An RPN is a fully convolutional network that simultaneously predicts object bounds and objectness scores at each position. The RPN is trained end-to-end to generate high-quality region proposals， which are used by Fast R-CNN for detection. We further merge RPN and Fast R-CNN into a single network by sharing their convolutional features-using the recently popular terminology of neural networks with 'attention' mechanisms， the RPN component tells the unified network where to look. For the very deep VGG-16 model [3]， our detection system has a frame rate of 5 fps (including all steps) on a GPU， while achieving state-of-the-art object detection accuracy on PASCAL VOC 2007， 2012， and MS COCO datasets with only 300 proposals per image. In ILSVRC and COCO 2015 competitions， Faster R-CNN and RPN are the foundations of the 1st-place winning entries in several tracks. Code has been made publicly available.,IEEE Transactions on Pattern Analysis and Machine Intelligence,2017-06,,https://ieeexplore.ieee.org/abstract/document/7485869,IEEE Xplore,"['Convolutional codes', 'Detectors', 'Feature extraction', 'Object detection', 'Proposals', 'Search problems', 'Training', 'convolutional neural network', 'region proposal']"
An efficient CNN-based detector for photovoltaic module cells defect detection in electroluminescence images,LiuQing,Electroluminescence (EL) imaging provides a high spatial resolution for inspecting photovoltaic (PV) cells， enabling the detection of various types of PV cell defects. Recently， convolutional neural network (CNN) based automatic detection methods for PV cell defects using EL images have attracted much attention. However， existing methods struggle to achieve a good balance between detection accuracy and efficiency. To address this issue， we propose a novel method for efficient PV cell defect detection. Firstly， we utilize Contrast Limited Adaptive Histogram Equalization (CLAHE) algorithm to improve EL image contrast， making defect features become more distinguishable. Secondly， we propose a lightweight defect detector using EfficientNet-B0 as its backbone. Moreover， we design a graph channel attention module (GCAM) to improve CNN’s limitation in modeling global information. It executes graph channel reasoning to generate enriched feature representation beyond the local receptive field， which is beneficial for distinguishing PV cell defects with similar local details. Next， we utilize focal loss to train the detector， enhancing its ability to detect challenging defects. Lastly， the proposed method is evaluated on the PVEL dataset and it achieved an accuracy of 97.81%， precision of 97.70%， recall of 97.59%， F1-score of 97.64%， and MCC of 97.32%， demonstrating our method is effective and outperforms state-of-the-art methods across various metrics.,Solar Energy,2024-01-01,,https://www.sciencedirect.com/science/article/pii/S0038092X23008794,ScienceDirect,"['CLAHE', 'Electroluminescence imaging', 'Focal loss', 'Graph channel attention module', 'Lightweight defect detector', 'Photovoltaic cell defect detection']"
Use of Drone and Infrared Camera for a Campus Building Envelope Study,AriwoolaRaheem,,Electronic Theses and Dissertations,2016-05-01,,https://dc.etsu.edu/etd/3018,,[]
UAV Remote Sensing Image Dehazing Based on Double-Scale Transmission Optimization Strategy,ZhangKemeng,Current dehazing methods for unmanned aerial vehicle (UAV) remote sensing images often have texture detail loss and color distortion problems， especially in highlighted regions. This is mainly due to the rich texture and low intensity of UAV remote sensing images being ignored， which results in incorrect transmission estimation. In this letter， we propose a UAV remote sensing image dehazing method based on a double-scale transmission optimization strategy. First， we propose a double-scale optimization strategy to estimate the transmission map with more accurate texture details and color preservation， especially in highlighted regions of hazy UAV images that are most severely distorted. Second， a UAV-adaptive haze-line prior algorithm is proposed to address the large scene depth and low intensity of UAV remote sensing images. Finally， we introduce a luminance-weighted frequency-domain saliency model to avoid texture detail loss and color distortions for better transmission optimization， especially in highlighted regions. Compared with state-of-the-art methods， our method shows better detail performance and visual effects， especially for UAV images with highlighted regions.,IEEE Geoscience and Remote Sensing Letters,2022,,https://ieeexplore.ieee.org/document/9888129,IEEE Xplore,"['Autonomous aerial vehicles', 'Dehazing', 'Distortion', 'Feature extraction', 'Image color analysis', 'Optimization', 'Propagation losses', 'Remote sensing', 'remote sensing', 'saliency detection', 'transmission optimization', 'unmanned aerial vehicle (UAV)']"
Safety Performance of Unsignalized Median U-Turn Intersections,KayJonathan,Alternative intersection designs can offer safety and operational benefits with potentially lower costs than conventional intersections when implemented in the proper setting. The Federal Highway Administration has previously identified a subset of alternative designs called reduced left-turn conflict intersections as a proven safety countermeasure. Median U-turn intersections (also known as “Michigan lefts” or “boulevard turnarounds”) are one such design that accommodates all left-turn movements via directional U-turn crossovers within the median. Prior work has consistently shown that median U-turn intersections can provide superior safety performance when used in the appropriate conditions. However， research that is specific to unsignalized reduced left-turn conflict intersections continues to be limited to work conducted before the Highway Safety Manual， or which includes restricted crossing U-turn intersections. This study included the evaluation of historical traffic crashes and volume data at 95 unsignalized intersections in the state of Michigan. This included the collection of data for 39 median U-turn sites and 56 reference group sites to estimate safety performance functions and crash modification factors that can be used when considering future conversions. Ultimately， crash modification factors for fatal and injury crashes of 0.438 and 0.686 are recommended when converting intersections with undivided two-lane two-way major approaches and four-lane divided boulevard major approaches， respectively. Although there was no significant difference in property damage only crashes associated with converting intersections with undivided， two-lane， two-way major approaches， a crash modification factor of 1.325 is recommended for property damage only crashes specific to conversions with four-lane， divided boulevard major approaches.,Transportation Research Record: Journal of the Transportation Research Board,2022-04-29,,,ResearchGate,[]
